record_id,plant_id,part_number,part_name,quantity,unit,weight_kg,production_date,ship_date,customer_id,status,last_modified
R-02281,A,GEAR-132,Gear Assembly 132,4656,mm,26.13,2024-10-21,2024-12-04,CU-0070,shipped,2024-12-05
R-02282,A,PLTE-142,Plte Assembly 142,2630,mm,73.06,2026-03-15,2026-03-28,CU-0215,in_qa,2026-03-29
R-02283,A,BOLT-130,Bolt Assembly 130,221,mm,71.98,2024-11-08,2024-11-26,CU-0183,shipped,2024-11-27
R-02284,A,SHFT-128,Shft Assembly 128,3813,mm,0.59,2024-12-25,2025-01-16,CU-0060,shipped,2025-01-17
R-02285,B,PLTE-129,Plte Assembly 129,73,mm,50.82,2025-12-09,2025-12-26,CU-0154,pending,2025-12-27
R-02286,C,RING_118,Ring Assembly 118,4337,mm,12.64,2025-12-10,2025-12-30,CX-P276,in_qa,2025-12-31
R-02287,B,VALV-123,Valv Assembly 123,272,mm,18.48,2024-05-06,2024-05-14,CU-0209,completed,2024-05-15
R-02288,C,RING_145,Ring Assembly 145,1421,mm,50.26,2025-02-16,2025-03-16,CU-0165,pending,2025-03-17
R-02289,B,GEAR-114,Gear Assembly 114,105,mm,22.88,2025-10-16,2025-11-29,CU-0034,pending,2025-11-30
R-02290,A,BOLT-145,Bolt Assembly 145,1443,mm,42.63,2025-06-10,2025-06-17,CU-0161,in_qa,2025-06-18
R-02291,B,SHFT-138,Shft Assembly 138,3116,mm,29.3,2024-07-15,2024-07-19,CU-0158,shipped,2024-07-20
R-02292,B,BRKT-100,Brkt Assembly 100,137,mm,30.77,2026-01-31,2026-02-20,CU-0041,shipped,2026-02-21
R-02293,B,VALV-111,Valv Assembly 111,623,mm,49.78,2024-07-18,2024-07-30,CX-B725,shipped,2024-07-31
R-02294,B,BOLT-146,Bolt Assembly 146,923,mm,62.06,2024-11-30,2025-01-02,CU-0088,in_qa,2025-01-03
R-02295,B,SHFT-147,Shft Assembly 147,1855,mm,40.44,2026-02-15,2026-03-23,CU-0154,completed,2026-03-24
R-02296,C,GEAR_130,Gear Assembly 130,1369,mm,69.3,2025-04-28,2025-05-09,CU-0071,shipped,2025-05-10
R-02297,B,CASE-136,Case Assembly 136,4719,mm,22.22,2024-05-05,2024-06-10,CU-0123,completed,2024-06-11
R-02298,C,SHFT_141,Shft Assembly 141,2184,mm,19.89,2025-12-09,2026-01-22,CU-0220,shipped,2026-01-23
R-02299,C,VALV_112,Valv Assembly 112,4686,mm,52.15,2025-12-09,2025-12-15,CU-0168,shipped,2025-12-16
R-02300,B,VALV-141,Valv Assembly 141,19,mm,73.22,2026-01-05,2026-02-03,CU-0035,completed,2026-02-04
R-02301,A,BRKT-119,Brkt Assembly 119,4509,mm,23.27,2026-03-02,2026-04-09,CU-0146,shipped,2026-04-10
R-02302,C,SHFT_132,Shft Assembly 132,1854,mm,9.8,2024-07-18,2024-08-13,CU-0192,pending,2024-08-14
R-02303,A,CASE-148,Case Assembly 148,1000,mm,59.85,2025-11-11,2025-12-17,CU-0003,pending,2025-12-18
R-02304,A,PLTE-142,Plte Assembly 142,978,mm,71.14,2025-05-31,2025-06-01,CU-0205,completed,2025-06-02
R-02305,A,CASE-145,Case Assembly 145,3483,mm,72.79,2025-06-22,2025-06-28,CU-0113,shipped,2025-06-29
R-02306,B,BRKT-148,Brkt Assembly 148,1433,mm,43.31,2024-02-20,2024-03-24,CU-0001,completed,2024-03-25
R-02307,B,BRKT-103,Brkt Assembly 103,1172,mm,48.67,2024-02-21,2024-03-19,CU-0047,completed,2024-03-20
R-02308,A,CASE-141,Case Assembly 141,2887,mm,32.13,2024-02-09,2024-03-15,CU-0065,shipped,2024-03-16
R-02309,A,SHFT-139,Shft Assembly 139,4008,mm,78.15,2025-12-10,2026-01-16,CU-0180,completed,2026-01-17
R-02310,B,PLTE-148,Plte Assembly 148,2573,mm,77.0,2025-03-30,2025-05-12,CU-0022,pending,2025-05-13
R-02311,B,PLTE-132,Plte Assembly 132,1011,mm,46.83,2024-03-03,2024-03-19,CU-0105,shipped,2024-03-20
R-02312,C,BOLT_107,Bolt Assembly 107,2156,mm,55.54,2024-11-15,2024-12-12,CU-0003,shipped,2024-12-13
R-02313,B,BRKT-133,Brkt Assembly 133,1063,mm,75.13,2024-05-21,2024-05-24,CU-0051,shipped,2024-05-25
R-02314,B,VALV-101,Valv Assembly 101,21,mm,19.22,2025-11-06,2025-12-03,CU-0110,shipped,2025-12-04
R-02315,B,BOLT-108,Bolt Assembly 108,1821,mm,46.14,2025-03-09,2025-03-20,CU-0176,in_qa,2025-03-21
R-02316,A,GEAR-119,Gear Assembly 119,462,mm,76.76,2025-04-23,2025-05-27,CU-0124,shipped,2025-05-28
R-02317,C,GEAR_108,Gear Assembly 108,4639,mm,3.73,2025-07-26,2025-09-04,CU-0099,pending,2025-09-05
R-02318,C,SHFT_129,Shft Assembly 129,2591,mm,41.65,2024-04-01,2024-04-24,CU-0010,pending,2024-04-25
R-02319,B,RING-105,Ring Assembly 105,1516,mm,76.54,2025-04-05,2025-04-10,CU-0001,pending,2025-04-11
R-02320,C,BRKT_142,Brkt Assembly 142,2309,mm,2.75,2024-10-27,2024-12-01,CU-0122,shipped,2024-12-02
R-02321,C,BOLT_133,Bolt Assembly 133,1515,mm,7.38,2025-12-12,2025-12-23,CU-0154,in_qa,2025-12-24
R-02322,B,RING-136,Ring Assembly 136,2598,mm,68.82,2025-08-13,2025-09-01,CU-0097,in_qa,2025-09-02
R-02323,A,GEAR-135,Gear Assembly 135,733,mm,25.73,2024-12-21,2025-01-07,CU-0055,shipped,2025-01-08
R-02324,C,GEAR_134,Gear Assembly 134,2689,mm,25.32,2025-01-27,2025-03-04,CU-0113,shipped,2025-03-05
R-02325,B,PLTE-145,Plte Assembly 145,933,mm,76.49,2025-03-11,2025-04-01,CU-0150,completed,2025-04-02
R-02326,B,BOLT-127,Bolt Assembly 127,114,mm,51.92,2026-04-27,2026-05-24,CU-0179,shipped,2026-05-25
R-02327,C, case_108,Case Assembly 108,4795,mm,76.95,2024-07-28,2024-08-24,CU-0159,completed,2024-08-25
R-02328,B,RING-130,Ring Assembly 130,1966,mm,28.87,2024-06-22,2024-07-27,CU-0114,pending,2024-07-28
R-02329,B,SHFT-131,Shft Assembly 131,176,mm,17.72,2025-06-03,2025-07-02,CU-0042,completed,2025-07-03
R-02330,A,VALV-112,Valv Assembly 112,4518,mm,52.12,2026-02-24,2026-03-11,CU-0215,shipped,2026-03-12
R-02331,C,RING_105,Ring Assembly 105,2667,mm,78.45,2025-11-17,2025-12-12,CU-0047,completed,2025-12-13
R-02332,C,BOLT_129,Bolt Assembly 129,3786,mm,63.27,2024-05-24,2024-05-27,CU-0076,completed,2024-05-28
R-02333,B,GEAR-102,Gear Assembly 102,578,mm,75.29,2024-05-05,2024-06-13,CU-0183,completed,2024-06-14
R-02334,A,CASE-101,Case Assembly 101,1396,mm,67.69,2025-08-10,2025-09-21,CU-0237,shipped,2025-09-22
R-02335,A,BOLT-137,Bolt Assembly 137,4469,mm,43.42,2025-01-27,2025-02-14,CU-0178,pending,2025-02-15
R-02336,B,GEAR-119,Gear Assembly 119,3487,mm,78.9,2025-01-19,2025-03-04,CU-0101,pending,2025-03-05
R-02337,A,VALV-111,Valv Assembly 111,3752,mm,50.05,2025-09-26,2025-10-09,CU-0221,completed,2025-10-10
R-02338,C,BRKT_121,Brkt Assembly 121,4256,mm,11.09,2025-10-17,2025-11-04,CU-0025,shipped,2025-11-05
R-02339,A,RING-105,Ring Assembly 105,84,mm,78.09,2026-03-13,2026-03-28,CU-0154,shipped,2026-03-29
R-02340,A,GEAR-117,Gear Assembly 117,3257,mm,63.08,2024-04-17,2024-05-07,CU-0158,shipped,2024-05-08
R-02341,A,RING-127,Ring Assembly 127,3849,mm,48.67,2024-11-08,2024-12-11,CU-0066,shipped,2024-12-12
R-02342,C,SHFT_127,Shft Assembly 127,2628,mm,66.87,2025-08-02,2025-09-11,CU-0071,completed,2025-09-12
R-02343,A,VALV-110,Valv Assembly 110,2853,mm,29.76,2025-12-03,2026-01-11,CU-0221,completed,2026-01-12
R-02344,B,RING-134,Ring Assembly 134,185,mm,3.83,2025-12-30,2026-01-31,CU-0193,completed,2026-02-01
R-02345,B, gear-117,Gear Assembly 117,4006,mm,63.32,2024-12-05,2024-12-06,CU-0064,shipped,2024-12-07
R-02346,A,CASE-101,Case Assembly 101,533,mm,70.06,2024-09-12,2024-10-15,CU-0129,in_qa,2024-10-16
R-02347,C,GEAR_142,Gear Assembly 142,3402,mm,60.67,2026-04-05,2026-04-18,CU-0133,completed,2026-04-19
R-02348,B,VALV-126,Valv Assembly 126,2161,mm,56.22,2024-12-20,2025-01-13,CU-0090,pending,2025-01-14
R-02349,B,PLTE-148,Plte Assembly 148,4172,mm,77.53,2026-02-22,2026-03-17,CU-0202,shipped,2026-03-18
R-02350,C,VALV_125,Valv Assembly 125,2611,mm,14.07,2024-09-01,2024-09-15,CU-0137,pending,2024-09-16
R-02351,B,GEAR-114,Gear Assembly 114,19,mm,23.06,2025-07-07,2025-07-22,CU-0082,shipped,2025-07-23
R-02352,A,VALV-124,Valv Assembly 124,2227,mm,50.3,2024-03-30,2024-04-22,CU-0054,shipped,2024-04-23
R-02353,C,SHFT_130,Shft Assembly 130,64,mm,33.73,2024-03-14,2024-04-12,CU-0210,shipped,2024-04-13
R-02354,B,SHFT-139,Shft Assembly 139,4083,mm,76.64,2024-07-08,2024-08-04,CU-0213,completed,2024-08-05
R-02355,B,RING-102,Ring Assembly 102,4869,mm,42.81,2024-08-07,2024-08-12,CU-0190,shipped,2024-08-13
R-02356,C,CASE_143,Case Assembly 143,806,mm,60.64,2024-10-06,2024-11-12,CU-0064,shipped,2024-11-13
R-02357,B,GEAR-129,Gear Assembly 129,62,mm,9.24,2026-01-19,2026-02-14,CU-0161,shipped,2026-02-15
R-02358,A,BRKT-132,Brkt Assembly 132,2525,mm,5.31,2026-02-04,2026-02-19,CU-0031,in_qa,2026-02-20
R-02359,A,PLTE-113,Plte Assembly 113,747,mm,17.93,2026-01-10,2026-02-20,CU-0234,completed,2026-02-21
R-02360,A,PLTE-111,Plte Assembly 111,4449,mm,56.47,2025-12-29,2026-01-30,CU-0014,shipped,2026-01-31
R-02361,B,GEAR-101,Gear Assembly 101,596,mm,61.98,2026-05-09,2026-06-21,CU-0209,shipped,2026-06-22
R-02362,B,CASE-129,Case Assembly 129,2639,mm,21.93,2024-06-30,2024-07-22,CU-0012,in_qa,2024-07-23
R-02363,B,VALV-108,Valv Assembly 108,972,mm,18.89,2025-01-24,2025-02-26,CU-0119,completed,2025-02-27
R-02364,A,BOLT-142,Bolt Assembly 142,956,mm,65.49,2025-03-30,2025-04-05,CU-0040,in_qa,2025-04-06
R-02365,B,VALV-148,Valv Assembly 148,1528,mm,70.75,2025-01-16,2025-02-09,CU-0189,shipped,2025-02-10
R-02366,B,CASE-122,Case Assembly 122,40,mm,7.43,2025-11-19,2025-11-26,CU-0156,shipped,2025-11-27
R-02367,C,BOLT_138,Bolt Assembly 138,2426,mm,23.02,2025-09-01,2025-09-21,CU-0077,shipped,2025-09-22
R-02368,C,VALV_103,Valv Assembly 103,3868,mm,38.2,2025-02-14,2025-02-15,CU-0218,pending,2025-02-16
R-02369,B,GEAR-119,Gear Assembly 119,4025,mm,78.47,2025-11-26,2025-12-26,CU-0197,shipped,2025-12-27
R-02370,A,CASE-141,Case Assembly 141,2756,mm,32.37,2025-05-30,2025-06-19,CX-F760,pending,2025-06-20
R-02371,A,BOLT-103,Bolt Assembly 103,3478,mm,25.85,2025-03-23,2025-05-02,CU-0153,completed,2025-05-03
R-02372,C,VALV_117,Valv Assembly 117,244,mm,14.57,2024-09-19,2024-10-05,CU-0239,completed,2024-10-06
R-02373,A,BOLT-122,Bolt Assembly 122,2464,mm,71.44,2026-02-11,2026-03-17,CU-0082,shipped,2026-03-18
R-02374,A,GEAR-140,Gear Assembly 140,2945,mm,9.84,2025-08-12,2025-09-12,CU-0178,shipped,2025-09-13
R-02375,A,RING-138,Ring Assembly 138,1769,mm,38.06,2025-11-21,2025-12-01,CU-0161,pending,2025-12-02
R-02376,B,PLTE-118,Plte Assembly 118,3693,mm,51.19,2025-10-18,2025-11-02,CU-0095,shipped,2025-11-03
R-02377,B,BOLT-116,Bolt Assembly 116,184,mm,56.5,2024-01-22,2024-01-29,CU-0125,shipped,2024-01-30
R-02378,A,RING-128,Ring Assembly 128,3399,mm,34.24,2026-01-04,2026-01-15,CU-0185,shipped,2026-01-16
R-02379,B,GEAR-128,Gear Assembly 128,733,mm,28.59,2024-04-21,2024-05-03,CU-0072,completed,2024-05-04
R-02380,A,BOLT-111,Bolt Assembly 111,3304,mm,77.67,2025-02-08,2025-03-17,CU-0020,in_qa,2025-03-18
R-02381,A,PLTE-126,Plte Assembly 126,321,mm,78.27,2026-01-22,2026-02-14,CU-0157,shipped,2026-02-15
R-02382,A,PLTE-138,Plte Assembly 138,1237,mm,53.05,2024-05-16,2024-05-18,CU-0032,shipped,2024-05-19
R-02383,C,GEAR_143,Gear Assembly 143,3015,mm,45.57,2024-10-22,2024-12-01,CU-0196,shipped,2024-12-02
R-02384,C,BOLT_135,Bolt Assembly 135,3193,mm,2.96,2025-06-02,2025-06-30,CU-0124,shipped,2025-07-01
R-02385,A,PLTE-131,Plte Assembly 131,4943,mm,40.4,2025-01-13,2025-01-29,CU-0071,completed,2025-01-30
R-02386,A,VALV-100,Valv Assembly 100,1310,mm,71.58,2024-05-13,2024-05-27,CU-0083,shipped,2024-05-28
R-02387,C,SHFT_126,Shft Assembly 126,1785,mm,66.75,2024-02-03,2024-02-12,CU-0037,shipped,2024-02-13
R-02388,C,BOLT_134,Bolt Assembly 134,682,mm,45.14,2025-03-26,2025-04-23,CU-0195,in_qa,2025-04-24
R-02389,A,BRKT-148,Brkt Assembly 148,3548,mm,42.97,2026-02-22,2026-03-05,CU-0111,pending,2026-03-06
R-02390,A,PLTE-136,Plte Assembly 136,259,mm,22.39,2024-09-20,2024-10-06,CU-0027,completed,2024-10-07
R-02391,A,SHFT-135,Shft Assembly 135,4828,mm,26.58,2024-08-17,2024-08-27,CU-0170,shipped,2024-08-28
R-02392,A,RING-137,Ring Assembly 137,3966,mm,56.8,2024-01-15,2024-02-16,CU-0221,shipped,2024-02-17
R-02393,B,SHFT-119,Shft Assembly 119,3361,mm,42.56,2025-04-11,2025-05-16,CU-0139,completed,2025-05-17
R-02394,C,GEAR_106,Gear Assembly 106,363,mm,7.27,2024-11-14,2024-11-15,CU-0025,shipped,2024-11-16
R-02395,B,CASE-115,Case Assembly 115,1893,mm,30.1,2024-11-02,2024-12-12,CU-0222,shipped,2024-12-13
R-02396,B,BRKT-117,Brkt Assembly 117,79,mm,41.97,2025-09-17,2025-10-13,CU-0073,shipped,2025-10-14
R-02397,B,GEAR-102,Gear Assembly 102,3459,mm,74.25,2025-05-25,2025-06-17,CU-0224,in_qa,2025-06-18
R-02398,A,plte-148 ,Plte Assembly 148,1729,mm,77.97,2025-06-10,2025-06-20,CU-0129,shipped,2025-06-21
R-02399,C,BRKT_130,Brkt Assembly 130,3726,mm,47.68,2025-06-17,2025-06-26,CU-0203,completed,2025-06-27
R-02400,B,RING-138,Ring Assembly 138,1955,mm,37.14,2026-04-23,2026-04-26,CU-0211,completed,2026-04-27
R-02401,B,RING-127,Ring Assembly 127,1842,mm,48.97,2024-05-26,2024-06-30,CU-0070,in_qa,2024-07-01
R-02402,C,SHFT_123,Shft Assembly 123,1266,mm,9.0,2024-09-19,2024-10-28,CU-0218,completed,2024-10-29
R-02403,A,GEAR-130,Gear Assembly 130,308,mm,69.29,2025-01-30,2025-02-18,CU-0188,pending,2025-02-19
R-02404,B,VALV-116,Valv Assembly 116,155,mm,25.57,2025-07-27,2025-08-23,CU-0044,shipped,2025-08-24
R-02405,A,PLTE-105,Plte Assembly 105,2450,mm,0.78,2025-11-28,2025-12-02,CU-0129,shipped,2025-12-03
R-02406,B,SHFT-117,Shft Assembly 117,1694,mm,15.27,2025-03-16,2025-03-30,CU-0064,pending,2025-03-31
R-02407,C,PLTE_120,Plte Assembly 120,2457,mm,51.76,2024-02-06,2024-03-10,CU-0201,shipped,2024-03-11
R-02408,A,SHFT-134,Shft Assembly 134,1073,mm,75.93,2024-09-02,2024-10-01,CU-0090,completed,2024-10-02
R-02409,B,RING-143,Ring Assembly 143,3576,mm,33.74,2025-03-20,2025-04-15,CU-0162,shipped,2025-04-16
R-02410,C,BRKT_140,Brkt Assembly 140,3411,mm,9.8,2025-05-08,2025-06-15,CU-0065,shipped,2025-06-16
R-02411,A,BRKT-132,Brkt Assembly 132,2058,mm,5.28,2024-06-05,2024-06-07,CU-0206,shipped,2024-06-08
R-02412,C,BRKT_101,Brkt Assembly 101,3863,mm,75.63,2025-03-01,2025-04-07,CU-0110,pending,2025-04-08
R-02413,A,CASE-139,Case Assembly 139,2077,mm,63.94,2025-07-12,2025-08-10,CU-0141,shipped,2025-08-11
R-02414,A,BRKT-143,Brkt Assembly 143,305,mm,74.61,2025-01-31,2025-03-11,CU-0172,pending,2025-03-12
R-02415,B,VALV-139,Valv Assembly 139,1399,mm,18.85,2024-03-30,2024-05-05,CU-0024,in_qa,2024-05-06
R-02416,C,SHFT_145,Shft Assembly 145,896,mm,2.95,2026-03-27,2026-03-28,CU-0217,shipped,2026-03-29
R-02417,B,BRKT-146,Brkt Assembly 146,2173,mm,24.36,2025-02-11,2025-02-13,CU-0015,in_qa,2025-02-14
R-02418,B,VALV-149,Valv Assembly 149,189,mm,62.96,2025-11-23,2025-12-23,CU-0158,shipped,2025-12-24
R-02419,A,PLTE-127,Plte Assembly 127,2061,mm,30.61,2024-11-14,2024-12-16,CU-0126,shipped,2024-12-17
R-02420,C,BOLT_117,Bolt Assembly 117,927,mm,56.83,2025-04-13,2025-04-25,CX-K654,shipped,2025-04-26
R-02421,C,RING_120,Ring Assembly 120,375,mm,44.5,2024-05-19,2024-07-02,CU-0158,completed,2024-07-03
R-02422,A,PLTE-134,Plte Assembly 134,2491,mm,15.89,2025-06-08,2025-06-30,CU-0212,pending,2025-07-01
R-02423,A,BRKT-114,Brkt Assembly 114,2003,mm,14.44,2026-02-14,2026-02-27,CU-0124,shipped,2026-02-28
R-02424,A,RING-138,Ring Assembly 138,2048,mm,38.72,2025-12-21,2025-12-31,CU-0240,shipped,2026-01-01
R-02425,B,BOLT-123,Bolt Assembly 123,180,mm,71.58,2025-07-28,2025-08-20,CU-0006,shipped,2025-08-21
R-02426,B,SHFT-124,Shft Assembly 124,4172,mm,18.49,2024-04-02,2024-04-25,CU-0179,shipped,2024-04-26
R-02427,C,CASE_140,Case Assembly 140,2914,mm,81.39,2024-04-17,2024-05-12,CU-0121,completed,2024-05-13
R-02428,B,CASE-101,Case Assembly 101,937,mm,67.13,2025-01-14,2025-02-10,CU-0200,completed,2025-02-11
R-02429,A,RING-102,Ring Assembly 102,3907,mm,42.07,2024-08-30,2024-09-17,CU-0106,completed,2024-09-18
R-02430,B,BRKT-111,Brkt Assembly 111,2675,mm,76.09,2024-07-19,2024-08-28,CU-0151,shipped,2024-08-29
R-02431,B,VALV-103,Valv Assembly 103,4723,mm,39.54,2024-02-13,2024-02-25,CU-0152,shipped,2024-02-26
R-02432,C,RING_124,Ring Assembly 124,4058,mm,74.2,2025-05-04,2025-06-08,CU-0181,completed,2025-06-09
R-02433,B,BOLT-125,Bolt Assembly 125,2678,mm,40.13,2024-04-17,2024-05-06,CU-0124,completed,2024-05-07
R-02434,A,GEAR-139,Gear Assembly 139,4233,mm,37.76,2024-01-16,2024-01-18,CU-0182,completed,2024-01-19
R-02435,B,GEAR-133,Gear Assembly 133,986,mm,5.04,2024-02-28,2024-03-08,CU-0101,completed,2024-03-09
R-02436,B,RING-124,Ring Assembly 124,1696,mm,75.5,2024-09-23,2024-10-10,CU-0093,completed,2024-10-11
R-02437,A,BOLT-138,Bolt Assembly 138,2132,mm,23.5,2025-11-09,2025-12-06,CU-0049,in_qa,2025-12-07
R-02438,A,SHFT-111,Shft Assembly 111,2740,mm,13.08,2024-09-23,2024-11-01,CU-0110,in_qa,2024-11-02
R-02439,A,SHFT-135,Shft Assembly 135,649,mm,26.53,2024-05-17,2024-06-29,CU-0167,shipped,2024-06-30
R-02440,A,SHFT-101,Shft Assembly 101,1454,mm,509.3,2025-05-22,2025-06-24,CU-0038,shipped,2025-06-25
R-02441,B,VALV-107,Valv Assembly 107,4360,mm,59.32,2024-12-01,2024-12-28,CU-0119,shipped,2024-12-29
R-02442,C,VALV_131,Valv Assembly 131,4272,mm,9.23,2025-01-29,2025-02-14,CU-0043,pending,2025-02-15
R-02443,B,RING-146,Ring Assembly 146,4614,mm,50.4,2024-01-31,2024-03-09,CU-0081,shipped,2024-03-10
R-02444,A,RING-124,Ring Assembly 124,2785,mm,75.36,2024-03-21,2024-04-18,CU-0202,completed,2024-04-19
R-02445,C,PLTE_122,Plte Assembly 122,4264,mm,7.55,2024-09-12,2024-09-15,CU-0004,shipped,2024-09-16
R-02446,B,PLTE-147,Plte Assembly 147,1474,mm,79.52,2025-03-19,2025-04-11,CU-0232,shipped,2025-04-12
R-02447,C,CASE_149,Case Assembly 149,1983,mm,58.88,2026-02-08,2026-03-24,CU-0026,completed,2026-03-25
R-02448,C,GEAR_120,Gear Assembly 120,2358,mm,63.11,2025-01-25,2025-02-03,CU-0161,shipped,2025-02-04
R-02449,A,PLTE-147,Plte Assembly 147,2045,mm,77.87,2024-06-30,2024-07-25,CX-F188,completed,2024-07-26
R-02450,B,RING-108,Ring Assembly 108,1203,mm,65.1,2024-10-02,2024-10-30,CU-0230,shipped,2024-10-31
R-02451,B,GEAR-110,Gear Assembly 110,720,mm,30.79,2025-05-13,2025-06-17,CU-0192,shipped,2025-06-18
R-02452,C,CASE_134,Case Assembly 134,1231,mm,60.16,2025-01-07,2025-01-27,CU-0126,shipped,2025-01-28
R-02453,A,CASE-102,Case Assembly 102,4155,mm,53.43,2024-01-16,2024-02-28,CX-H511,shipped,2024-02-29
R-02454,A,RING-121,Ring Assembly 121,3259,mm,58.79,2024-12-02,2024-12-26,CU-0166,shipped,2024-12-27
R-02455,A,SHFT-141,Shft Assembly 141,3595,mm,19.63,2025-03-19,2025-04-18,CU-0186,shipped,2025-04-19
R-02456,A,BRKT-102,Brkt Assembly 102,2345,mm,57.01,2025-02-06,2025-02-10,CU-0010,completed,2025-02-11
R-02457,B,GEAR-101,Gear Assembly 101,1297,mm,60.81,2024-11-03,2024-11-16,CU-0153,shipped,2024-11-17
R-02458,B,BOLT-101,Bolt Assembly 101,127,mm,31.0,2025-11-17,2025-11-22,CU-0019,shipped,2025-11-23
R-02459,B,RING-145,Ring Assembly 145,4253,mm,49.58,2025-08-28,2025-10-10,CU-0190,completed,2025-10-11
R-02460,B,BRKT-148,Brkt Assembly 148,4828,mm,43.22,2025-04-19,2025-04-27,CU-0081,shipped,2025-04-28
R-02461,B,GEAR-121,Gear Assembly 121,3639,mm,15.97,2024-09-06,2024-09-16,CU-0010,completed,2024-09-17
R-02462,A,SHFT-144,Shft Assembly 144,2948,mm,22.62,2025-12-09,2025-12-22,CU-0077,shipped,2025-12-23
R-02463,C,VALV_141,Valv Assembly 141,2271,mm,72.35,2025-09-23,2025-10-25,CU-0201,shipped,2025-10-26
R-02464,C,BOLT_127,Bolt Assembly 127,2235,mm,52.64,2024-08-04,2024-08-26,CU-0106,completed,2024-08-27
R-02465,B,SHFT-139,Shft Assembly 139,2466,mm,78.84,2025-05-05,2025-06-10,CU-0056,shipped,2025-06-11
R-02466,A,BOLT-142,Bolt Assembly 142,3152,mm,63.95,2025-03-29,2025-04-04,CU-0141,shipped,2025-04-05
R-02467,C,SHFT_116,Shft Assembly 116,4646,mm,63.16,2024-03-28,2024-04-29,CU-0142,pending,2024-04-30
R-02468,B,VALV-119,Valv Assembly 119,1943,mm,46.77,2024-08-30,2024-09-28,CU-0166,pending,2024-09-29
R-02469,A,BOLT-136,Bolt Assembly 136,3101,mm,38.04,2024-01-17,2024-02-28,CU-0019,pending,2024-02-29
R-02470,A,VALV-114,Valv Assembly 114,290,mm,7.23,2025-04-07,2025-05-04,CU-0194,completed,2025-05-05
R-02471,B,GEAR-100,Gear Assembly 100,132,mm,78.17,2025-08-08,2025-09-01,CU-0211,shipped,2025-09-02
R-02472,A,RING-139,Ring Assembly 139,1966,mm,78.7,2024-06-26,2024-08-01,CU-0037,shipped,2024-08-02
R-02473,B,GEAR-109,Gear Assembly 109,4189,mm,25.57,2024-09-19,2024-10-11,CU-0222,in_qa,2024-10-12
R-02474,B,PLTE-131,Plte Assembly 131,4569,mm,39.18,2024-07-31,2024-08-29,CU-0070,completed,2024-08-30
R-02475,A,BOLT-121,Bolt Assembly 121,2182,mm,64.29,2024-04-14,2024-04-16,CU-0175,completed,2024-04-17
R-02476,B,BOLT-112,Bolt Assembly 112,135,mm,11.08,2025-07-13,2025-08-13,CU-0066,shipped,2025-08-14
R-02477,C, case_148,Case Assembly 148,2862,mm,58.84,2025-06-11,2025-07-22,CU-0098,shipped,2025-07-23
R-02478,C,VALV_131,Valv Assembly 131,729,mm,9.29,2024-04-13,2024-04-27,CU-0019,pending,2024-04-28
R-02479,C,GEAR_136,Gear Assembly 136,1445,mm,58.32,2024-02-13,2024-03-07,CU-0173,shipped,2024-03-08
R-02480,A,BRKT-144,Brkt Assembly 144,4240,mm,21.05,2024-05-31,2024-06-12,CU-0013,shipped,2024-06-13
R-02481,C,GEAR_114,Gear Assembly 114,1100,mm,22.29,2025-12-21,2026-01-28,CU-0184,completed,2026-01-29
R-02482,A,GEAR-106,Gear Assembly 106,1767,mm,7.27,2025-05-18,2025-06-12,CU-0217,completed,2025-06-13
R-02483,A,GEAR-147,Gear Assembly 147,626,mm,33.63,2025-09-25,2025-09-29,CU-0083,shipped,2025-09-30
R-02484,A,SHFT-140,Shft Assembly 140,622,mm,74.99,2025-04-22,2025-05-05,CU-0024,shipped,2025-05-06
R-02485,B,PLTE-102,Plte Assembly 102,4031,mm,13.34,2024-07-02,2024-08-15,CU-0004,completed,2024-08-16
R-02486,C,GEAR_105,Gear Assembly 105,4229,mm,75.68,2026-05-08,2026-06-07,CX-E498,completed,2026-06-08
R-02487,C,SHFT_133,Shft Assembly 133,2602,mm,27.23,2024-08-08,2024-09-13,CU-0027,shipped,2024-09-14
R-02488,C,BRKT_104,Brkt Assembly 104,3277,mm,12.81,2025-06-25,2025-07-01,CU-0004,shipped,2025-07-02
R-02489,C,PLTE_112,Plte Assembly 112,1776,mm,51.06,2024-10-06,2024-10-25,CU-0039,shipped,2024-10-26
R-02490,B,RING-139,Ring Assembly 139,2250,mm,7.82,2024-10-09,2024-11-12,CU-0101,completed,2024-11-13
R-02491,C,BRKT_116,Brkt Assembly 116,3858,mm,24.51,2025-02-25,2025-03-16,CU-0177,shipped,2025-03-17
R-02492,A,VALV-139,Valv Assembly 139,1735,mm,18.84,2025-12-16,2025-12-24,CU-0056,completed,2025-12-25
R-02493,B,RING-128,Ring Assembly 128,3973,mm,33.51,2025-05-01,2025-06-14,CU-0158,shipped,2025-06-15
R-02494,A,SHFT-112,Shft Assembly 112,4148,mm,73.63,2024-06-21,2024-06-22,CU-0019,shipped,2024-06-23
R-02495,B,BOLT-112,Bolt Assembly 112,3710,mm,11.09,2024-01-29,2024-02-02,CU-0006,completed,2024-02-03
R-02496,B,CASE-112,Case Assembly 112,478,mm,37.33,2024-02-18,2024-04-02,CX-K536,completed,2024-04-03
R-02497,A,VALV-116,Valv Assembly 116,4230,mm,25.78,2024-03-13,2024-04-07,CU-0004,shipped,2024-04-08
